mode,p,seed,N_mem,method,n_eval,n_correct,accuracy
2,0.5,4,40,chemotaxis,200,33,0.165
2,0.5,4,80,recency,200,41,0.205
2,0.5,4,80,point,200,53,0.265
2,0.5,4,80,concat,200,69,0.345
2,0.5,4,80,chemotaxis,200,49,0.245
2,0.5,5,10,recency,200,58,0.29
2,0.5,5,10,point,200,59,0.295
2,0.5,5,10,concat,200,57,0.285
2,0.5,5,10,chemotaxis,200,50,0.25
2,0.5,5,20,recency,200,54,0.27
2,0.5,5,20,point,200,56,0.28
2,0.5,5,20,concat,200,61,0.305
2,0.5,5,20,chemotaxis,200,43,0.215
2,0.5,5,40,recency,200,55,0.275
2,0.5,5,40,point,200,50,0.25
2,0.5,5,40,concat,200,70,0.35
2,0.5,5,40,chemotaxis,200,50,0.25
2,0.5,5,80,recency,200,60,0.3
2,0.5,5,80,point,200,58,0.29
2,0.5,5,80,concat,200,83,0.415
2,0.5,5,80,chemotaxis,200,53,0.265
2,0.5,6,10,recency,200,46,0.23
2,0.5,6,10,point,200,55,0.275
2,0.5,6,10,concat,200,55,0.275
2,0.5,6,10,chemotaxis,200,44,0.22
2,0.5,6,20,recency,200,47,0.235
2,0.5,6,20,point,200,50,0.25
2,0.5,6,20,concat,200,62,0.31
2,0.5,6,20,chemotaxis,200,44,0.22
2,0.5,6,40,recency,200,44,0.22
2,0.5,6,40,point,200,45,0.225
2,0.5,6,40,concat,200,70,0.35
2,0.5,6,40,chemotaxis,200,42,0.21
2,0.5,6,80,recency,200,46,0.23
2,0.5,6,80,point,200,64,0.32
2,0.5,6,80,concat,200,88,0.44
2,0.5,6,80,chemotaxis,200,49,0.245
2,0.5,7,10,recency,200,51,0.255
2,0.5,7,10,point,200,52,0.26
2,0.5,7,10,concat,200,60,0.3
2,0.5,7,10,chemotaxis,200,42,0.21
2,0.5,7,20,recency,200,45,0.225
2,0.5,7,20,point,200,43,0.215
2,0.5,7,20,concat,200,53,0.265
2,0.5,7,20,chemotaxis,200,37,0.185
2,0.5,7,40,recency,200,46,0.23
2,0.5,7,40,point,200,49,0.245
2,0.5,7,40,concat,200,60,0.3
2,0.5,7,40,chemotaxis,200,42,0.21
2,0.5,7,80,recency,200,46,0.23
2,0.5,7,80,point,200,52,0.26
2,0.5,7,80,concat,200,71,0.355
2,0.5,7,80,chemotaxis,200,49,0.245
2,0.5,8,10,recency,200,49,0.245
2,0.5,8,10,point,200,55,0.275
2,0.5,8,10,concat,200,64,0.32
2,0.5,8,10,chemotaxis,200,44,0.22
2,0.5,8,20,recency,200,53,0.265
2,0.5,8,20,point,200,54,0.27
2,0.5,8,20,concat,200,64,0.32
2,0.5,8,20,chemotaxis,200,49,0.245
2,0.5,8,40,recency,200,51,0.255
2,0.5,8,40,point,200,52,0.26
2,0.5,8,40,concat,200,76,0.38
2,0.5,8,40,chemotaxis,200,60,0.3
2,0.5,8,80,recency,200,51,0.255
2,0.5,8,80,point,200,45,0.225
2,0.5,8,80,concat,200,80,0.4
2,0.5,8,80,chemotaxis,200,56,0.28
2,0.5,9,10,recency,200,43,0.215
2,0.5,9,10,point,200,42,0.21
2,0.5,9,10,concat,200,46,0.23
2,0.5,9,10,chemotaxis,200,42,0.21
2,0.5,9,20,recency,200,40,0.2
2,0.5,9,20,point,200,40,0.2
2,0.5,9,20,concat,200,47,0.235
2,0.5,9,20,chemotaxis,200,41,0.205
2,0.5,9,40,recency,200,41,0.205
2,0.5,9,40,point,200,43,0.215
2,0.5,9,40,concat,200,60,0.3
2,0.5,9,40,chemotaxis,200,47,0.235
2,0.5,9,80,recency,200,40,0.2
2,0.5,9,80,point,200,46,0.23
2,0.5,9,80,concat,200,67,0.335
2,0.5,9,80,chemotaxis,200,46,0.23
2,0.65,0,40,recency,200,40,0.2
2,0.65,0,40,point,200,37,0.185
2,0.65,0,40,concat,200,59,0.295
2,0.65,0,40,chemotaxis,200,47,0.235
2,0.65,1,40,recency,200,35,0.175
2,0.65,1,40,point,200,33,0.165
2,0.65,1,40,concat,200,45,0.225
2,0.65,1,40,chemotaxis,200,38,0.19
2,0.65,2,40,recency,200,47,0.235
2,0.65,2,40,point,200,45,0.225
2,0.65,2,40,concat,200,54,0.27
2,0.65,2,40,chemotaxis,200,43,0.215
2,0.65,3,40,recency,200,46,0.23
2,0.65,3,40,point,200,40,0.2
2,0.65,3,40,concat,200,45,0.225
2,0.65,3,40,chemotaxis,200,36,0.18
2,0.65,4,40,recency,200,37,0.185
2,0.65,4,40,point,200,38,0.19
2,0.65,4,40,concat,200,55,0.275
2,0.65,4,40,chemotaxis,200,45,0.225
2,0.65,5,40,recency,200,34,0.17
2,0.65,5,40,point,200,33,0.165
2,0.65,5,40,concat,200,51,0.255
2,0.65,5,40,chemotaxis,200,45,0.225
2,0.65,6,40,recency,200,26,0.13
2,0.65,6,40,point,200,39,0.195
2,0.65,6,40,concat,200,48,0.24
2,0.65,6,40,chemotaxis,200,40,0.2
2,0.65,7,40,recency,200,34,0.17
2,0.65,7,40,point,200,42,0.21
2,0.65,7,40,concat,200,58,0.29
2,0.65,7,40,chemotaxis,200,42,0.21
2,0.65,8,40,recency,200,45,0.225
2,0.65,8,40,point,200,41,0.205
2,0.65,8,40,concat,200,53,0.265
2,0.65,8,40,chemotaxis,200,51,0.255
2,0.65,9,40,recency,200,31,0.155
2,0.65,9,40,point,200,41,0.205
2,0.65,9,40,concat,200,46,0.23
2,0.65,9,40,chemotaxis,200,39,0.195
2,0.8,0,40,recency,200,33,0.165
2,0.8,0,40,point,200,36,0.18
2,0.8,0,40,concat,200,40,0.2
2,0.8,0,40,chemotaxis,200,40,0.2
2,0.8,1,40,recency,200,34,0.17
2,0.8,1,40,point,200,28,0.14
2,0.8,1,40,concat,200,31,0.155
2,0.8,1,40,chemotaxis,200,32,0.16
2,0.8,2,40,recency,200,33,0.165
2,0.8,2,40,point,200,33,0.165
2,0.8,2,40,concat,200,41,0.205
2,0.8,2,40,chemotaxis,200,39,0.195
2,0.8,3,40,recency,200,36,0.18
2,0.8,3,40,point,200,30,0.15
2,0.8,3,40,concat,200,34,0.17
2,0.8,3,40,chemotaxis,200,30,0.15
2,0.8,4,40,recency,200,33,0.165
2,0.8,4,40,point,200,31,0.155
2,0.8,4,40,concat,200,38,0.19
2,0.8,4,40,chemotaxis,200,42,0.21
2,0.8,5,40,recency,200,32,0.16
2,0.8,5,40,point,200,38,0.19
2,0.8,5,40,concat,200,43,0.215
2,0.8,5,40,chemotaxis,200,39,0.195
2,0.8,6,40,recency,200,30,0.15
2,0.8,6,40,point,200,42,0.21
2,0.8,6,40,concat,200,35,0.175
2,0.8,6,40,chemotaxis,200,35,0.175
2,0.8,7,40,recency,200,41,0.205
2,0.8,7,40,point,200,42,0.21
2,0.8,7,40,concat,200,47,0.235
2,0.8,7,40,chemotaxis,200,37,0.185
2,0.8,8,40,recency,200,40,0.2
2,0.8,8,40,point,200,34,0.17
2,0.8,8,40,concat,200,44,0.22
2,0.8,8,40,chemotaxis,200,44,0.22
2,0.8,9,40,recency,200,27,0.135
2,0.8,9,40,point,200,34,0.17
2,0.8,9,40,concat,200,36,0.18
2,0.8,9,40,chemotaxis,200,34,0.17
2,0.9,0,40,recency,200,27,0.135
2,0.9,0,40,point,200,31,0.155
2,0.9,0,40,concat,200,34,0.17
2,0.9,0,40,chemotaxis,200,34,0.17
2,0.9,1,40,recency,200,30,0.15
2,0.9,1,40,point,200,35,0.175
2,0.9,1,40,concat,200,33,0.165
2,0.9,1,40,chemotaxis,200,34,0.17
2,0.9,2,40,recency,200,27,0.135
2,0.9,2,40,point,200,34,0.17
2,0.9,2,40,concat,200,38,0.19
2,0.9,2,40,chemotaxis,200,39,0.195
2,0.9,3,40,recency,200,30,0.15
2,0.9,3,40,point,200,34,0.17
2,0.9,3,40,concat,200,32,0.16
2,0.9,3,40,chemotaxis,200,31,0.155
2,0.9,4,40,recency,200,25,0.125
2,0.9,4,40,point,200,33,0.165
2,0.9,4,40,concat,200,40,0.2
2,0.9,4,40,chemotaxis,200,41,0.205
2,0.9,5,40,recency,200,37,0.185
2,0.9,5,40,point,200,39,0.195
2,0.9,5,40,concat,200,43,0.215
2,0.9,5,40,chemotaxis,200,41,0.205
2,0.9,6,40,recency,200,37,0.185
2,0.9,6,40,point,200,39,0.195
2,0.9,6,40,concat,200,37,0.185
2,0.9,6,40,chemotaxis,200,41,0.205
2,0.9,7,40,recency,200,41,0.205
2,0.9,7,40,point,200,40,0.2
2,0.9,7,40,concat,200,39,0.195
2,0.9,7,40,chemotaxis,200,33,0.165
2,0.9,8,40,recency,200,43,0.215
2,0.9,8,40,point,200,42,0.21
2,0.9,8,40,concat,200,45,0.225
2,0.9,8,40,chemotaxis,200,45,0.225
2,0.9,9,40,recency,200,36,0.18
2,0.9,9,40,point,200,41,0.205
2,0.9,9,40,concat,200,40,0.2
2,0.9,9,40,chemotaxis,200,37,0.185
2,1.0,0,40,recency,200,24,0.12
2,1.0,0,40,point,200,29,0.145
2,1.0,0,40,concat,200,33,0.165
2,1.0,0,40,chemotaxis,200,34,0.17
2,1.0,1,40,recency,200,38,0.19
2,1.0,1,40,point,200,37,0.185
2,1.0,1,40,concat,200,38,0.19
2,1.0,1,40,chemotaxis,200,38,0.19
2,1.0,2,40,recency,200,31,0.155
2,1.0,2,40,point,200,34,0.17
2,1.0,2,40,concat,200,32,0.16
2,1.0,2,40,chemotaxis,200,32,0.16
2,1.0,3,40,recency,200,37,0.185
2,1.0,3,40,point,200,33,0.165
2,1.0,3,40,concat,200,38,0.19
2,1.0,3,40,chemotaxis,200,39,0.195
2,1.0,4,40,recency,200,29,0.145
2,1.0,4,40,point,200,33,0.165
2,1.0,4,40,concat,200,37,0.185
2,1.0,4,40,chemotaxis,200,35,0.175
2,1.0,5,40,recency,200,31,0.155
2,1.0,5,40,point,200,29,0.145
2,1.0,5,40,concat,200,30,0.15
2,1.0,5,40,chemotaxis,200,30,0.15
2,1.0,6,40,recency,200,30,0.15
2,1.0,6,40,point,200,37,0.185
2,1.0,6,40,concat,200,38,0.19
2,1.0,6,40,chemotaxis,200,33,0.165
2,1.0,7,40,recency,200,32,0.16
2,1.0,7,40,point,200,36,0.18
2,1.0,7,40,concat,200,34,0.17
2,1.0,7,40,chemotaxis,200,33,0.165
2,1.0,8,40,recency,200,26,0.13
2,1.0,8,40,point,200,33,0.165
2,1.0,8,40,concat,200,34,0.17
2,1.0,8,40,chemotaxis,200,34,0.17
2,1.0,9,40,recency,200,42,0.21
2,1.0,9,40,point,200,42,0.21
2,1.0,9,40,concat,200,38,0.19
2,1.0,9,40,chemotaxis,200,36,0.18
