variant,epoch,train_loss,train_acc,val_loss,val_acc,holm_significant
full,33,1.4439308868135725,0.4533214285714286,1.4691916607448032,0.44057142857142856,
full,34,1.4444166231155395,0.4539285714285714,1.4642676463808333,0.4357142857142857,
full,35,1.4439540944780622,0.45257142857142857,1.4690922754832676,0.44085714285714284,
full,36,1.4424654453822545,0.4534642857142857,1.4688281801768712,0.43907142857142856,
full,37,1.4460912828445434,0.45125,1.4630113601684571,0.4367857142857143,
full,38,1.441636134147644,0.45448214285714283,1.4604613191059657,0.4415,
full,39,1.440127641405378,0.453625,1.4755045337677002,0.43685714285714283,
full,40,1.4424122313090733,0.4525892857142857,1.4625094314302718,0.43914285714285717,
full,41,1.4394811857768468,0.4556428571428571,1.462661952291216,0.43657142857142855,
full,42,1.440367132459368,0.4539464285714286,1.4677330241884503,0.43857142857142856,
full,43,1.4409831393105643,0.4544285714285714,1.461054581642151,0.43707142857142856,
full,44,1.438939731325422,0.4543035714285714,1.4642897785731723,0.4427857142857143,
full,45,1.4393209856578282,0.4548035714285714,1.4634487488610404,0.4367142857142857,
full,46,1.438598784991673,0.4549464285714286,1.460880841936384,0.43664285714285717,
full,47,1.437869007383074,0.45648214285714284,1.4589783733912878,0.4412857142857143,
full,48,1.4403778257369995,0.45405357142857145,1.461197683606829,0.4347142857142857,
full,49,1.4372522280556814,0.45576785714285717,1.4621505393981933,0.4435,
full,50,1.4358575519834247,0.45655357142857145,1.458391523906163,0.443,
full,51,1.4386008896146503,0.45398214285714283,1.459203414780753,0.4387142857142857,
full,52,1.4360139976228987,0.45651785714285714,1.4606549951008387,0.4402857142857143,
full,53,1.4363352488109045,0.45605357142857145,1.4611388123376028,0.44257142857142856,
full,54,1.4352575890677315,0.45626785714285717,1.4650514181682042,0.43257142857142855,
full,55,1.4411085162843977,0.4536607142857143,1.4597530871800013,0.4432857142857143,
full,56,1.4374453862054006,0.4549107142857143,1.4580611204419818,0.44192857142857145,
full,57,1.4360622621263777,0.4550892857142857,1.4576130902426583,0.44164285714285717,
full,58,1.4369463887895857,0.4546428571428571,1.4618472623825074,0.44342857142857145,
full,59,1.4372959161485945,0.4556607142857143,1.4572738552093505,0.4405,
full,test,,,1.4233156216485159,0.4652142857142857,
no_chemotaxis,0,1.654282233101981,0.32876785714285717,1.6288393483843122,0.3384285714285714,
no_chemotaxis,1,1.5968890508924212,0.3560892857142857,1.605263565335955,0.3415714285714286,
no_chemotaxis,2,1.5800368723188127,0.3638392857142857,1.5935515901020596,0.3559285714285714,
no_chemotaxis,3,1.5720481418882097,0.36998214285714287,1.5964631592886789,0.3603571428571429,
no_chemotaxis,4,1.5620727818352835,0.37560714285714286,1.5831198493412564,0.3695,
no_chemotaxis,5,1.554096060889108,0.3819464285714286,1.5674469402858189,0.37114285714285716,
no_chemotaxis,6,1.5416871321541923,0.38998214285714283,1.5572058718545096,0.3762857142857143,
no_chemotaxis,7,1.5377870719092233,0.39448214285714284,1.547516783305577,0.3842857142857143,
no_chemotaxis,8,1.5314758566447666,0.3981607142857143,1.552998857498169,0.3924285714285714,
no_chemotaxis,9,1.5286616386686052,0.40166071428571426,1.5679632982526506,0.37664285714285717,
no_chemotaxis,10,1.5230165518351964,0.4045535714285714,1.540510539327349,0.39685714285714285,
no_chemotaxis,11,1.520146988596235,0.40683928571428574,1.533724939073835,0.39571428571428574,
no_chemotaxis,12,1.515075440134321,0.4119107142857143,1.5315864082063948,0.3967857142857143,
no_chemotaxis,13,1.516158053125654,0.40985714285714286,1.535053108215332,0.391,
no_chemotaxis,14,1.5129157643999371,0.41180357142857144,1.5556316422053746,0.3964285714285714,
no_chemotaxis,15,1.509708195413862,0.41335714285714287,1.5358521965571812,0.3892857142857143,
no_chemotaxis,16,1.5096802177429198,0.4125535714285714,1.5252102117538453,0.3999285714285714,
no_chemotaxis,17,1.5061328949247088,0.4157321428571429,1.5235399356569563,0.4042142857142857,
no_chemotaxis,18,1.5069898661204746,0.4161607142857143,1.532382251875741,0.3945714285714286,
no_chemotaxis,19,1.5053650965009417,0.41525,1.520325335775103,0.4062142857142857,
no_chemotaxis,20,1.5044960170473372,0.4158928571428571,1.52276322555542,0.4027857142857143,
no_chemotaxis,21,1.5034071132114954,0.41660714285714284,1.5260403633117676,0.3997857142857143,
no_chemotaxis,22,1.5103213679449898,0.414125,1.536341613497053,0.40164285714285713,
no_chemotaxis,23,1.5028739181246076,0.41610714285714284,1.5213457375935147,0.4025714285714286,
no_chemotaxis,24,1.50055362537929,0.417625,1.5247998463766916,0.39721428571428574,
no_chemotaxis,25,1.5034178382328578,0.4162321428571429,1.5285620734351022,0.4052142857142857,
no_chemotaxis,26,1.5097208010809762,0.41348214285714285,1.520429933820452,0.4045,
no_chemotaxis,27,1.5033545341491699,0.41546428571428573,1.5175703135899135,0.4065,
no_chemotaxis,28,1.5028647176197596,0.4159107142857143,1.5225820335660663,0.399,
no_chemotaxis,29,1.502802821295602,0.41667857142857145,1.5246817859922137,0.40085714285714286,
no_chemotaxis,30,1.498092993736267,0.41882142857142857,1.520847087587629,0.4005,
no_chemotaxis,31,1.5034606669289725,0.4158928571428571,1.5351955325262887,0.39307142857142857,
no_chemotaxis,32,1.5071719382149833,0.4150714285714286,1.5161274920872279,0.40535714285714286,
no_chemotaxis,33,1.4994956647327968,0.416875,1.514590287889753,0.407,
no_chemotaxis,34,1.5014503048488073,0.4160357142857143,1.5202418640681676,0.4025714285714286,
no_chemotaxis,35,1.5025634520394462,0.41644642857142855,1.5177008142471313,0.404,
no_chemotaxis,36,1.4983111051831928,0.41728571428571426,1.5211157158442905,0.41135714285714287,
no_chemotaxis,37,1.4995412833350046,0.4173392857142857,1.5180324964523315,0.40385714285714286,
no_chemotaxis,38,1.4988834766660417,0.4188928571428571,1.514753774370466,0.4109285714285714,
no_chemotaxis,39,1.4988844043186733,0.41726785714285713,1.5163840851102557,0.4087857142857143,
no_chemotaxis,40,1.495239853995187,0.4196607142857143,1.5159333389827183,0.41114285714285714,
no_chemotaxis,41,1.4961175346374511,0.418625,1.517209963798523,0.4052857142857143,
no_chemotaxis,42,1.4973361614772251,0.4181607142857143,1.5290757156099593,0.4039285714285714,
no_chemotaxis,43,1.4974416937146868,0.4180714285714286,1.5178368181501116,0.4014285714285714,
no_chemotaxis,44,1.4961473925454276,0.4189107142857143,1.5203796063831874,0.40635714285714286,
no_chemotaxis,45,1.4995016566685269,0.4181607142857143,1.5115944927760534,0.40864285714285714,
no_chemotaxis,46,1.4958360090255738,0.41828571428571426,1.5147107184273856,0.4030714285714286,
no_chemotaxis,47,1.493929997580392,0.4208928571428571,1.5157511318751744,0.40014285714285713,
no_chemotaxis,48,1.4997366861615862,0.41826785714285714,1.5166439131328038,0.41185714285714287,
no_chemotaxis,49,1.4945341517584665,0.41914285714285715,1.517904757635934,0.4127142857142857,
no_chemotaxis,50,1.4924116516113282,0.4212142857142857,1.5105749014445713,0.4110714285714286,
no_chemotaxis,51,1.4940455121994018,0.42028571428571426,1.510655838557652,0.4144285714285714,
no_chemotaxis,52,1.4911390641076223,0.42114285714285715,1.516181769507272,0.4062857142857143,
no_chemotaxis,53,1.4949833564758301,0.4202142857142857,1.5167039685930526,0.4035714285714286,
no_chemotaxis,54,1.4918967982700893,0.4225892857142857,1.5178490764072963,0.40035714285714286,
no_chemotaxis,55,1.4937839597974505,0.41975,1.5079490025384086,0.4127142857142857,
no_chemotaxis,56,1.4932593056815011,0.4200892857142857,1.5091820829936435,0.41385714285714287,
no_chemotaxis,57,1.490459622655596,0.4216607142857143,1.5087234747750418,0.4155,
no_chemotaxis,58,1.4916402158737183,0.4218571428571429,1.506738095828465,0.41314285714285715,
no_chemotaxis,59,1.4906943122318812,0.4216785714285714,1.5068120666231428,0.4122857142857143,
no_chemotaxis,test,,,1.4771896896362304,0.43357142857142855,
chemotaxis_only,0,1.711618640763419,0.29580357142857144,1.684165595463344,0.3077857142857143,
chemotaxis_only,1,1.669808521406991,0.32276785714285716,1.6714557125908989,0.31857142857142856,
chemotaxis_only,2,1.6401427459716797,0.34364285714285714,1.6194089959008353,0.3665,
chemotaxis_only,3,1.5684593020847866,0.39553571428571427,1.5799346989222935,0.3871428571428571,
chemotaxis_only,4,1.5547119970321654,0.40239285714285716,1.587170644078936,0.389,
chemotaxis_only,5,1.5534476258414132,0.4029642857142857,1.5755818119049072,0.3872857142857143,
chemotaxis_only,6,1.5444500913619996,0.4072321428571429,1.567355056490217,0.39764285714285713,
chemotaxis_only,7,1.5455253339494979,0.40766071428571427,1.5725359672818866,0.3861428571428571,
chemotaxis_only,8,1.542228489467076,0.4100357142857143,1.5770930596760342,0.3970714285714286,
chemotaxis_only,9,1.544608372415815,0.40951785714285716,1.6075665009362357,0.3697857142857143,
chemotaxis_only,10,1.542001809665135,0.41048214285714285,1.5620775733675276,0.3997142857142857,
chemotaxis_only,11,1.5384009471620832,0.4125535714285714,1.5616543329783847,0.396,
chemotaxis_only,12,1.5407992071424212,0.41267857142857145,1.56670081615448,0.39914285714285713,
chemotaxis_only,13,1.5378581895828247,0.4127321428571429,1.5602630767822265,0.3972857142857143,
chemotaxis_only,14,1.5367998312541418,0.41435714285714287,1.571526591709682,0.39985714285714286,
chemotaxis_only,15,1.5344379792894636,0.4154107142857143,1.579841354233878,0.38207142857142856,
chemotaxis_only,16,1.5347395980017526,0.4169285714285714,1.5576247900554112,0.4022142857142857,
chemotaxis_only,17,1.532947285107204,0.4178928571428571,1.5583288247244698,0.39935714285714285,
chemotaxis_only,18,1.5320347384044102,0.4185714285714286,1.5622523112978255,0.3994285714285714,
chemotaxis_only,19,1.5326673014504568,0.4170357142857143,1.5549259624481202,0.4052857142857143,
chemotaxis_only,20,1.532222582272121,0.4185892857142857,1.555060797555106,0.4064285714285714,
chemotaxis_only,21,1.5325686792646136,0.41944642857142855,1.562416017804827,0.3964285714285714,
chemotaxis_only,22,1.5332059347970146,0.41726785714285713,1.5663599586486816,0.3999285714285714,
chemotaxis_only,23,1.532395174435207,0.41828571428571426,1.5558521975108555,0.40385714285714286,
chemotaxis_only,24,1.5297038294928413,0.42151785714285717,1.557086041178022,0.39814285714285713,
chemotaxis_only,25,1.5300814869744437,0.4206607142857143,1.5617680906568254,0.4017857142857143,
chemotaxis_only,26,1.5331646438326154,0.4179285714285714,1.5556085974829537,0.4032142857142857,
chemotaxis_only,27,1.5329588956832885,0.41894642857142855,1.5556190295900618,0.40035714285714286,
chemotaxis_only,28,1.5300592788968768,0.4205892857142857,1.5543988738741195,0.4032857142857143,
chemotaxis_only,29,1.5309322853088378,0.41844642857142855,1.5555520745686122,0.4090714285714286,
chemotaxis_only,30,1.5294384401866368,0.41982142857142857,1.553338082586016,0.40935714285714286,
chemotaxis_only,31,1.532929478781564,0.4182142857142857,1.5623551105771747,0.3997857142857143,
chemotaxis_only,32,1.5287900079999652,0.41973214285714283,1.5570740627561297,0.40385714285714286,
chemotaxis_only,33,1.5303704056058611,0.41973214285714283,1.5536155628476824,0.408,
chemotaxis_only,34,1.53094669846126,0.4206607142857143,1.5556543952396937,0.4012142857142857,
chemotaxis_only,35,1.5366855246680124,0.4164107142857143,1.5527604101725987,0.4074285714285714,
chemotaxis_only,36,1.5333579077039445,0.41901785714285716,1.556579783303397,0.4054285714285714,
chemotaxis_only,37,1.528851443018232,0.42151785714285717,1.5594298456736972,0.4015714285714286,
chemotaxis_only,38,1.533156688281468,0.4172142857142857,1.5539344591413224,0.4085,
chemotaxis_only,39,1.5286210133688791,0.41994642857142855,1.5581612394877842,0.4084285714285714,
chemotaxis_only,40,1.5291458930969237,0.421875,1.5521839763096401,0.4065,
chemotaxis_only,41,1.528373870577131,0.4215714285714286,1.5573539153507778,0.40285714285714286,
chemotaxis_only,42,1.5316092818123954,0.41964285714285715,1.560176676613944,0.403,
chemotaxis_only,43,1.5295305716650827,0.4206964285714286,1.551454450743539,0.41085714285714287,
chemotaxis_only,44,1.52916888155256,0.42082142857142857,1.5594074792861938,0.409,
chemotaxis_only,45,1.5332275299344744,0.41976785714285714,1.5680197474615913,0.391,
chemotaxis_only,46,1.5294105689185007,0.42028571428571426,1.5519070677076068,0.40714285714285714,
chemotaxis_only,47,1.529581523350307,0.42214285714285715,1.558855827331543,0.396,
chemotaxis_only,48,1.5295080605915614,0.4208571428571429,1.5539947359902517,0.4087857142857143,
chemotaxis_only,49,1.5313426441465106,0.42010714285714285,1.5565646196092877,0.4097857142857143,
chemotaxis_only,50,1.5271471967697143,0.42251785714285717,1.554650599343436,0.40964285714285714,
chemotaxis_only,51,1.5300823887416295,0.4205714285714286,1.5547053739002772,0.40564285714285714,
chemotaxis_only,52,1.5269075453622,0.4221785714285714,1.5605140025275095,0.4012857142857143,
chemotaxis_only,53,1.5317969488416399,0.41978571428571426,1.5512829700197492,0.40585714285714286,
chemotaxis_only,54,1.5266112909317016,0.42226785714285714,1.5684795469556536,0.39085714285714285,
chemotaxis_only,55,1.527847095625741,0.42196428571428574,1.5529934161049979,0.4117142857142857,
chemotaxis_only,56,1.5303826532363891,0.42126785714285714,1.5520778353554863,0.4112142857142857,
chemotaxis_only,57,1.5281570220674787,0.4218571428571429,1.5508603669575283,0.4074285714285714,
chemotaxis_only,58,1.5262245968409947,0.4236785714285714,1.5555290430613926,0.4045,
chemotaxis_only,59,1.527158939225333,0.42294642857142856,1.5507435715539115,0.4097857142857143,
chemotaxis_only,test,,,1.5163816420691354,0.434,
mcnemar_full_vs_no_chemotaxis,test,,1097.0,654.0,0.0,True
mcnemar_full_vs_chemotaxis_only,test,,917.0,480.0,0.0,True
mcnemar_no_chemotaxis_vs_chemotaxis_only,test,,1156.0,1162.0,0.9172870986053467,False
geometric_recency,test,,,,0.28035714285714286,
geometric_point,test,,,,0.26507142857142857,
geometric_concat,test,,,,0.32442857142857146,
geometric_chemotaxis,test,,,,0.23985714285714285,
